Feature ID	Taxon	Confidence
H06_hvs_187_8F_4338589_034.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__freundii	-1.0
H06_hvs_508_8F_5095511_034.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__cholerae	-1.0
H06_hvs_699_8F_5347638_034.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__liquefaciens	-1.0
H06_hvs_948_8F_5095511_034.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__fergusonii	-1.0
H07_hvs_213_8F_4338589_049.ab1	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__Desulfobulbus; s__marinus	-1.0
H07_hvs_545_8F_5095511_049.ab1	k__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta; s__thermoacetophila	-1.0
H07_hvs_838_8F_5347638_049.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__cholerae	-1.0
H07_hvs_EC_8F_5095511_049.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__fergusonii	-1.0
H08_hvs_241_8F_4338589_050.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__granulomatis	-1.0
H08_hvs_580_8F_5095511_050.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__freundii	-1.0
H08_hvs_977_8F_5347638_050.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__cholerae	-1.0
H09_hvs_288_8F_4338589_065.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__fergusonii	-1.0
H09_hvs_610_8F_5095511_065.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Mangrovibacter; s__cancerogenus	-1.0
H10_hvs_300_8F_4338589_066.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__variicola	-1.0
H10_hvs_633_8F_5095511_066.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__fergusonii	-1.0
H11_hvs_349_8F_4338589_081.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Proteus; s__mirabilis	-1.0
H11_hvs_678_8F_5095511_081.ab1	k__Bacteria; p__Cyanobacteria/Chloroplast; c__Cyanobacteria; o__; f__Family V; g__Alkalinema; s__pantanalense	-1.0
H12_hvs_364_8F_4338589_082.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__fergusonii	-1.0
H12_hvs_726_8F_5095511_082.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__pneumoniae	-1.0
